name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Hyundai Creta 2020,2020,364000.0,46711.0,Petrol,INDIVIDUAL,Manual,Third Owner
Ford Endeavour 2009,2009,87200.0,189877.0,diesel,Individual,MANUAL,Second Owner
Volkswagen Ameo 2014,2014,229100.0,118465.0,PETROL,Trustmark Dealer,Manual,First Owner
Tata Nexon 2007,2007,81800.0,211482.0,DIESEL,Dealer,Automatic,First Owner
Ford Aspire 2007,2007,70700.0,213775.0,Petrol,trustmark dealer,Manual,Second Owner
  Renault Kwid 2018  ,2018,229500.0,67504.0,CNG,INDIVIDUAL,manual,First Owner
Skoda Superb 2009,2009,104000.0,194417.0,PETROL,INDIVIDUAL,manual,Second Owner
Mahindra Scorpio 2011,2011,136900.0,174813.0,Electric,INDIVIDUAL,MANUAL,Second Owner
Tata Nexon 2015,2015,241600.0,111322.0,DIESEL,dealer,Manual,First Owner
Mahindra Thar 2022,2022,796200.0,15150.0,PETROL,Dealer, Automatic,First Owner
Hyundai Grand i10 2011,2011,115500.0,172384.0,Diesel,Individual,MANUAL,First Owner
Mahindra Scorpio 2021,2021,718200.0,,Petrol,individual,MANUAL,First Owner
Hyundai Creta 2010,2010,103300.0,170321.0,Petrol,dealer,manual,First Owner
  Toyota Glanza 2018  ,2018,525900.0,69561.0,electric,Individual,Manual,First Owner
Tata Safari 2019,2019,274600.0,81664.0,PETROL,trustmark dealer,MANUAL,Second Owner
Renault Kwid 2007,2007,68100.0,209019.0,DIESEL,DEALER , Automatic,First Owner
Tata Altroz 2007,2007,63200.0,204177.0,DIESEL,Dealer,MANUAL,Second Owner
Tata Harrier 2022,2022,568400.0,10072.0, Petrol,dealer,Manual,First Owner
Volkswagen Polo 2010,2010,156700.0,178041.0,Diesel,Individual,automatic,First Owner
Audi A4 2011,2011,574900.0,169551.0,petrol,individual,MANUAL,First Owner
Mahindra Thar 2010,2010,108800.0,185256.0,diesel,Individual,manual,Second Owner
Audi A4 2014,2014,1061200.0,134994.0,DIESEL,Dealer, Automatic,Third Owner
Tata Harrier 2015,2015,125400.0,111186.0,petrol,dealer,MANUAL,Fourth & Above Owner
Hyundai Creta 2010,2010,90700.0,182083.0,Diesel,individual,manual,First Owner
Skoda Octavia 2019,2019,555600.0,71496.0,Diesel,Individual,manual,First Owner
Toyota Innova 2021,2021,633600.0,58798.0,PETROL,Trustmark Dealer,MANUAL,First Owner
Maruti Dzire 2012,2012,93600.0,149833.0, Petrol,Trustmark Dealer,manual,Second Owner
Hyundai Grand i10 2017,2017,271900.0,94739.0,PETROL,individual,Manual,First Owner
Honda City 2010,2010,108100.0,169186.0, Petrol,individual,MANUAL,First Owner
Ford Endeavour 2022,2022,585600.0,39150.0,diesel,DEALER , Automatic,Second Owner
Tata Harrier 2014,2014,167900.0,149170.0,Diesel,individual,manual,First Owner
Tata Harrier 2017,2017,213800.0,87760.0,Petrol,DEALER ,manual,Third Owner
Honda City 2020,2020,533900.0,51509.0,PETROL,DEALER ,manual,First Owner
Volkswagen Ameo 2014,2014,176700.0,120463.0,Petrol,INDIVIDUAL,manual,Second Owner
Honda Jazz 2011,2011,138100.0,164173.0,Electric,Dealer,Manual,Second Owner
Renault Triber 2013,2013,117200.0,150125.0,DIESEL,individual,Manual,First Owner
  Tata Nexon 2015  ,2015,226700.0,93401.0,Petrol,INDIVIDUAL,manual,Second Owner
Skoda Superb 2008,2008,135100.0,197188.0,Diesel,DEALER ,Manual,First Owner
Hyundai Creta 2016,2016,193300.0,112844.0,PETROL,INDIVIDUAL,MANUAL,Second Owner
Mahindra Bolero 2012,2012,173000.0,143097.0,petrol,INDIVIDUAL,manual,First Owner
Hyundai Creta 2023,2023,699400.0,18819.0,petrol,dealer,manual,First Owner
Ford EcoSport 2016,2016,228600.0,103928.0,LPG,individual,Manual,First Owner
Maruti Vitara Brezza 2014,2014,131300.0,132583.0,Petrol,trustmark dealer,manual,First Owner
Renault Duster 2013,2013,120300.0,144884.0,DIESEL,Trustmark Dealer,manual,First Owner
Mahindra XUV300 2010,2010,108400.0,184027.0,Diesel,INDIVIDUAL,MANUAL,First Owner
Maruti Baleno 2007,2007,69800.0,206881.0,PETROL,DEALER ,Manual,First Owner
Tata Nexon 2008,2008,58000.0,193492.0,cng,Individual,MANUAL,Second Owner
Renault Triber 2007,2007,53600.0,207076.0,CNG,individual,MANUAL,First Owner
Volkswagen Ameo 2023,2023,965000.0,14230.0,DIESEL,INDIVIDUAL,Automatic,Third Owner
Honda Amaze 2013,2013,213300.0,119948.0,diesel,trustmark dealer,automatic,First Owner
Audi A4 2019,2019,2317000.0,63428.0,DIESEL,DEALER ,MANUAL,Second Owner
Hyundai Grand i10 2016,2016,,96558.0,lpg,Individual,Manual,Third Owner
Tata Tiago 2010,2010,80200.0,164892.0,diesel,INDIVIDUAL,MANUAL,Third Owner
Ford Figo 2014,2014,192200.0,129803.0,DIESEL,trustmark dealer,MANUAL,First Owner
Maruti Baleno 2019,2019,296900.0,66294.0, Petrol,Dealer,manual,First Owner
Renault Kwid 2020,2020,368800.0,64201.0,DIESEL,INDIVIDUAL,Manual,First Owner
Tata Safari 2021,2021,502900.0,33455.0,PETROL,Individual,MANUAL,First Owner
Toyota Yaris 2021,2021,883400.0,42592.0,DIESEL,individual,manual,First Owner
BMW 5 Series 2020,2020,2935400.0,63039.0, Petrol,Individual,MANUAL,First Owner
Renault Triber 2009,2009,71600.0,187822.0,DIESEL,trustmark dealer,automatic,Second Owner
Maruti Swift 2013,2013,89600.0,137307.0,PETROL,trustmark dealer,manual,First Owner
Skoda Rapid 2016,2016,367100.0,100699.0,petrol,DEALER ,manual,Second Owner
Tata Altroz 2013,2013,153000.0,139428.0,PETROL,Dealer,MANUAL,First Owner
Renault Duster 2015,2015,181600.0,119315.0,diesel,trustmark dealer,Manual,First Owner
Tata Tiago 2014,2014,180100.0,122034.0, Petrol,dealer,Manual,Test Drive Car
Mahindra XUV300 2009,2009,105900.0,171196.0,diesel,Dealer,manual,Second Owner
Toyota Etios 2016,2016,330800.0,110778.0,PETROL,Individual,manual,First Owner
Toyota Fortuner 2012,2012,148800.0,157352.0,Petrol,INDIVIDUAL,Manual,Second Owner
Renault Duster 2014,2014,115900.0,130812.0, Petrol,DEALER ,MANUAL,Third Owner
Renault Duster 2023,2023,622500.0,11866.0,Diesel,individual,Manual,Second Owner
Renault Triber 2019,2019,290400.0,50999.0,,DEALER ,Manual,Second Owner
Volkswagen Polo 2022,2022,703800.0,29836.0, Petrol,Individual,MANUAL,First Owner
Volkswagen Ameo 2018,2018,442200.0,70747.0,Diesel,Individual,manual,First Owner
Hyundai Venue 2015,2015,200600.0,,PETROL,Individual,MANUAL,First Owner
Toyota Innova 2014,2014,302900.0,114964.0,Diesel,dealer,Manual,First Owner
Hyundai Grand i10 2013,2013,124800.0,126666.0,cng,Individual,MANUAL,Second Owner
Honda Amaze 2011,2011,143200.0,145030.0,PETROL,trustmark dealer,Automatic,Second Owner
Maruti Alto 2008,2008,58700.0,198862.0,Diesel,trustmark dealer,manual,Third Owner
Ford Figo 2016,2016,221800.0,117655.0,CNG,trustmark dealer,MANUAL,First Owner
Hyundai Verna 2008,2008,84300.0,193204.0,Diesel,Dealer,Automatic,First Owner
Hyundai Venue 2014,2014,149000.0,137964.0,Petrol,DEALER ,MANUAL,Second Owner
Hyundai Santro 2007,2007,69600.0,218582.0,PETROL,INDIVIDUAL,MANUAL,First Owner
Ford EcoSport 2008,2008,77800.0,200102.0,Petrol,individual,MANUAL,First Owner
Tata Harrier 2021,2021,489100.0,41545.0,PETROL,Individual,manual,First Owner
Maruti Wagon R 2015,2015,164800.0,113830.0,diesel,Dealer,MANUAL,First Owner
Ford Endeavour 2018,2018,216900.0,86870.0,DIESEL,individual,MANUAL,Fourth & Above Owner
Honda Jazz 2021,2021,530600.0,54695.0, Petrol,Individual,MANUAL,First Owner
Ford Aspire 2018,2018,325900.0,74903.0,petrol,dealer,Manual,First Owner
Hyundai Grand i10 2022,2022,751800.0,35344.0,Diesel ,individual,Automatic,Second Owner
Maruti Baleno 2023,2023,464000.0,17764.0,PETROL,dealer,Manual,First Owner
BMW X1 2021,2021,2565900.0,,Petrol,trustmark dealer,manual,First Owner
Hyundai i20 2020,2020,428100.0,62269.0, Petrol,individual,MANUAL,First Owner
Toyota Glanza 2012,2012,177900.0,134589.0, Petrol,Dealer,automatic,Second Owner
BMW X1 2014,2014,746400.0,111045.0,PETROL,dealer,manual,First Owner
Hyundai i20 2009,2009,86500.0,198530.0,Diesel ,dealer,automatic,Second Owner
Hyundai Santro 2011,2011,110800.0,164180.0,Petrol,INDIVIDUAL,Manual,First Owner
Honda Jazz 2012,2012,106400.0,156366.0,Petrol,Individual,Manual,Second Owner
Hyundai i20 2016,2016,179300.0,98724.0,Petrol,trustmark dealer,manual,Second Owner
Maruti Swift 2013,2013,118000.0,137111.0,Diesel ,INDIVIDUAL,Manual,First Owner
Tata Nexon 2009,2009,80900.0,193276.0,petrol,INDIVIDUAL,Manual,Second Owner
Hyundai Venue 2014,2014,146200.0,129631.0,cng,dealer,manual,First Owner
Skoda Rapid 2017,2017,306700.0,93393.0,Petrol,DEALER ,MANUAL,First Owner
Toyota Fortuner 2015,2015,233500.0,119716.0,Petrol,Individual,Manual,First Owner
Maruti Swift 2016,2016,161400.0,92927.0,petrol,Dealer,Manual,Second Owner
Renault Triber 2014,2014,128200.0,154089.0,cng,individual,Manual,First Owner
Renault Triber 2018,2018,324300.0,79012.0,DIESEL,DEALER ,Automatic,First Owner
Toyota Glanza 2020,2020,728700.0,63261.0,DIESEL,Dealer,MANUAL,First Owner
Skoda Superb 2014,2014,322300.0,,PETROL,Trustmark Dealer,MANUAL,First Owner
Volkswagen Ameo 2020,2020,383600.0,52979.0,Petrol,individual,Manual,Second Owner
Ford EcoSport 2018,2018,253700.0,92311.0,PETROL,DEALER ,automatic,Fourth & Above Owner
Toyota Glanza 2015,2015,241200.0,124347.0,petrol,individual,manual,Third Owner
Toyota Yaris 2010,2010,118600.0,156376.0, Petrol,dealer,MANUAL,Second Owner
Maruti Ertiga 2009,2009,87300.0,189264.0,DIESEL,Individual,manual,First Owner
Honda Jazz 2018,2018,371800.0,76732.0,DIESEL,DEALER ,manual,First Owner
Toyota Innova 2013,2013,175800.0,155662.0,diesel,Trustmark Dealer,manual,First Owner
Skoda Superb 2020,2020,729100.0,49795.0,Diesel ,dealer,Manual,First Owner
Skoda Rapid 2019,2019,546200.0,72540.0,Petrol,DEALER ,Automatic,Second Owner
Tata Tiago 2017,2017,253500.0,80591.0,diesel,DEALER ,MANUAL,Second Owner
Renault Duster 2020,2020,375400.0,47009.0,petrol,trustmark dealer,MANUAL,First Owner
Ford Endeavour 2019,2019,426400.0,60625.0,electric,INDIVIDUAL,MANUAL,Third Owner
BMW 5 Series 2012,2012,550600.0,159549.0,Petrol,Individual,MANUAL,First Owner
Renault Triber 2022,2022,453000.0,37151.0,Petrol,individual,MANUAL,Second Owner
Ford Figo 2009,2009,78700.0,193540.0,CNG,individual,Automatic,Second Owner
Ford EcoSport 2010,2010,95700.0,178361.0, Petrol,individual,manual,First Owner
Honda Civic 2007,2007,60000.0,195418.0,cng,INDIVIDUAL,MANUAL,First Owner
Ford Endeavour 2022,2022,559400.0,,LPG,Individual,MANUAL,First Owner
Toyota Yaris 2010,2010,142000.0,188855.0,Diesel,Dealer,MANUAL,First Owner
Toyota Yaris 2023,2023,991000.0,21089.0,LPG,Individual,manual,First Owner
  Ford Aspire 2013  ,2013,155200.0,130449.0,Diesel,trustmark dealer,manual,First Owner
Maruti Baleno 2018,2018,209700.0,69842.0,PETROL,INDIVIDUAL,MANUAL,Second Owner
Hyundai Verna 2008,2008,63300.0,200117.0,Diesel,individual,Manual,Second Owner
Tata Tiago 2016,2016,208500.0,105253.0,petrol,trustmark dealer,Manual,First Owner
Tata Altroz 2009,2009,79400.0,195123.0,Diesel ,INDIVIDUAL,manual,First Owner
Volkswagen Vento 2017,2017,308400.0,100196.0, Petrol,Trustmark Dealer,Manual,First Owner
Toyota Glanza 2014,2014,183900.0,139957.0,Petrol,INDIVIDUAL,manual,Fourth & Above Owner
Mahindra Thar 2017,2017,332100.0,75919.0,Diesel,trustmark dealer,manual,Second Owner
  Ford Figo 2019  ,2019,512100.0,60235.0,Diesel ,INDIVIDUAL,Manual,First Owner
Toyota Innova 2013,2013,279300.0,130690.0,PETROL,Individual,automatic,First Owner
Tata Tiago 2020,2020,326400.0,59198.0,lpg,individual,MANUAL,Fourth & Above Owner
Hyundai i20 2015,2015,197700.0,107600.0,PETROL,Dealer,manual,First Owner
Renault Triber 2011,2011,72100.0,158807.0, Petrol,Dealer,MANUAL,Third Owner
Toyota Glanza 2017,2017,337400.0,95475.0,DIESEL,individual,MANUAL,Third Owner
BMW 3 Series 2010,2010,428100.0,174075.0,diesel,Trustmark Dealer,Manual,Third Owner
Skoda Octavia 2008,2008,132100.0,206265.0,diesel,individual,manual,First Owner
Toyota Glanza 2007,2007,81400.0,216237.0,PETROL,Dealer,Manual,Third Owner
Maruti Alto 2014,2014,140900.0,124539.0,Diesel,Individual,Manual,Second Owner
Ford Aspire 2015,2015,216700.0,115122.0, Petrol,trustmark dealer,manual,First Owner
Tata Altroz 2013,2013,148000.0,139931.0,diesel,Individual,manual,Second Owner
Tata Harrier 2017,2017,293200.0,90499.0,Petrol,individual,MANUAL,First Owner
Hyundai i20 2016,2016,249400.0,127430.0,electric,dealer,Manual,First Owner
Tata Nexon 2016,2016,188600.0,88624.0,PETROL,INDIVIDUAL,Manual,Fourth & Above Owner
Toyota Etios 2019,2019,540900.0,49986.0,petrol,INDIVIDUAL,MANUAL,First Owner
Renault Kwid 2019,2019,330000.0,54040.0, Petrol,dealer,Manual,First Owner
Mahindra Thar 2015,2015,272200.0,115417.0,Diesel,individual,MANUAL,First Owner
Hyundai Venue 2016,2016,231900.0,111437.0,petrol,INDIVIDUAL,MANUAL,First Owner
Maruti Wagon R 2020,2020,432600.0,60425.0,DIESEL,Dealer,manual,First Owner
Maruti Vitara Brezza 2021,2021,365600.0,53532.0,PETROL,Dealer,manual,First Owner
Tata Safari 2013,2013,145700.0,156208.0,DIESEL,Individual,MANUAL,First Owner
Tata Safari 2011,2011,76100.0,162217.0,Petrol,INDIVIDUAL,Manual,Second Owner
Honda Civic 2019,2019,392400.0,73247.0,Petrol,INDIVIDUAL,Manual,First Owner
Toyota Innova 2008,2008,103400.0,194919.0, Petrol,individual,MANUAL,First Owner
Toyota Glanza 2010,2010,139600.0,167370.0,Diesel ,dealer,manual,Second Owner
Volkswagen Polo 2012,2012,111200.0,156883.0,DIESEL,dealer,MANUAL,Third Owner
Honda WR-V 2022,2022,715500.0,43259.0, Petrol,INDIVIDUAL,MANUAL,First Owner
Mahindra Scorpio 2010,2010,133400.0,189016.0,PETROL,dealer,MANUAL,First Owner
Renault Duster 2010,2010,67200.0,169242.0,Petrol,INDIVIDUAL,Manual,First Owner
Toyota Etios 2011,2011,179800.0,167210.0,Diesel,Individual,MANUAL,Test Drive Car
Maruti Dzire 2017,2017,204100.0,95062.0,PETROL,DEALER ,manual,First Owner
Renault Duster 2013,2013,121000.0,130927.0,Diesel ,Individual,manual,First Owner
Hyundai Verna 2013,2013,164500.0,139520.0,Electric,DEALER ,manual,First Owner
Maruti Vitara Brezza 2015,2015,158200.0,103900.0,DIESEL,individual,Manual,First Owner
Tata Altroz 2007,2007,53600.0,218478.0, Petrol,Dealer,manual,Second Owner
  Tata Nexon 2007  ,2007,95700.0,203835.0,Diesel,Individual,automatic,Test Drive Car
Ford Figo 2011,2011,122700.0,173082.0, Petrol,DEALER ,manual,First Owner
Skoda Rapid 2009,2009,109300.0,,Petrol,individual,MANUAL,Third Owner
Mahindra XUV300 2013,2013,172600.0,132790.0,Petrol,Individual,MANUAL,First Owner
Tata Nexon 2010,2010,88500.0,185486.0,Petrol,dealer,Manual,Second Owner
Renault Duster 2013,2013,104000.0,165240.0,PETROL,individual,MANUAL,First Owner
Honda Civic 2022,2022,613100.0,24191.0,petrol,individual,manual,First Owner
  Skoda Octavia 2013  ,2013,225500.0,151761.0,petrol,INDIVIDUAL,automatic,Second Owner
Maruti Alto 2017,2017,250900.0,98774.0,electric,Individual,manual,First Owner
Toyota Yaris 2010,2010,144500.0,168405.0,cng,Individual,automatic,Second Owner
Volkswagen Polo 2016,2016,293400.0,97982.0,petrol,INDIVIDUAL,MANUAL,First Owner
Hyundai Verna 2018,2018,283700.0,94334.0,DIESEL,Individual,manual,Second Owner
Honda Civic 2009,2009,102900.0,206520.0,Diesel ,individual,manual,First Owner
Ford Endeavour 2010,2010,90100.0,161137.0,petrol,Individual,Manual,First Owner
Mahindra Bolero 2009,2009,84400.0,200999.0,petrol,INDIVIDUAL,manual,Second Owner
Hyundai i20 2010,2010,111000.0,193352.0,Diesel,INDIVIDUAL, Automatic,Second Owner
Hyundai Verna 2022,2022,605100.0,34865.0,Diesel ,INDIVIDUAL,Manual,First Owner
Skoda Rapid 2008,2008,101200.0,196117.0,electric,trustmark dealer,Manual,First Owner
Tata Harrier 2007,2007,59000.0,206823.0,petrol,dealer,manual,Second Owner
Audi Q3 2020,2020,2660000.0,71385.0,Diesel,dealer,MANUAL,Second Owner
Maruti Baleno 2023,2023,518300.0,40950.0,diesel,DEALER ,MANUAL,Second Owner
Hyundai i20 2017,2017,270600.0,98808.0,Diesel ,Dealer,Automatic,First Owner
Renault Triber 2020,2020,320200.0,60672.0,Diesel,dealer,Manual,First Owner
Ford Aspire 2020,2020,413600.0,66300.0, Petrol,INDIVIDUAL,MANUAL,First Owner
BMW 3 Series 2019,2019,2247300.0,55849.0, Petrol,Individual,manual,Second Owner
Mahindra Scorpio 2011,2011,125700.0,164085.0,Diesel ,Individual,MANUAL,First Owner
Honda City 2007,2007,92300.0,190030.0,electric,INDIVIDUAL,MANUAL,First Owner
Toyota Yaris 2010,2010,134200.0,168579.0, Petrol,INDIVIDUAL,manual,First Owner
Hyundai Grand i10 2008,2008,74600.0,200725.0,DIESEL,dealer,MANUAL,First Owner
Renault Triber 2009,2009,89000.0,182978.0,Petrol,individual,MANUAL,First Owner
Skoda Octavia 2018,2018,519100.0,59020.0,diesel,Individual,MANUAL,First Owner
Toyota Glanza 2017,2017,450100.0,91254.0,petrol,INDIVIDUAL,MANUAL,First Owner
Honda Civic 2008,2008,81500.0,198547.0,PETROL,Individual,Manual,First Owner
  Ford EcoSport 2010  ,2010,88600.0,168827.0, Petrol,Individual,Manual,Third Owner
Toyota Innova 2012,2012,198300.0,133396.0,Diesel,DEALER ,Manual,Second Owner
Tata Harrier 2008,2008,84600.0,192814.0,diesel,Dealer,MANUAL,First Owner
Tata Harrier 2019,2019,418800.0,77680.0,Petrol,Trustmark Dealer,manual,First Owner
Hyundai Creta 2021,2021,413700.0,56926.0,PETROL,individual,MANUAL,Third Owner
Tata Harrier 2015,2015,202400.0,114509.0,Electric,Trustmark Dealer,manual,First Owner
Maruti Ertiga 2014,2014,140500.0,113063.0,DIESEL,DEALER ,Manual,First Owner
Maruti Ertiga 2011,2011,62900.0,164908.0,cng,Individual,manual,Third Owner
Renault Triber 2011,2011,77000.0,170267.0,DIESEL,DEALER ,MANUAL,Second Owner
Hyundai i20 2019,2019,379500.0,62923.0,diesel,individual,Manual,Second Owner
Tata Tiago 2007,2007,46700.0,217442.0,Petrol,INDIVIDUAL,manual,Second Owner
Tata Nexon 2019,2019,322100.0,80522.0,PETROL,individual,manual,First Owner
Hyundai Santro 2010,2010,133100.0,192280.0,Diesel,DEALER , Automatic,First Owner
Skoda Superb 2022,2022,758200.0,25471.0, Petrol,Individual,manual,Second Owner
Tata Safari 2012,2012,127700.0,138779.0,Diesel ,individual, Automatic,Third Owner
Audi A4 2019,2019,1954400.0,63880.0,CNG,Dealer,Manual,Second Owner
Skoda Rapid 2018,2018,450200.0,79871.0,Diesel ,dealer,automatic,Second Owner
Maruti Alto 2022,2022,466500.0,27306.0,diesel,Individual,manual,First Owner
Honda Jazz 2017,2017,369500.0,79978.0,Diesel ,dealer,manual,First Owner
Renault Triber 2021,2021,480900.0,33991.0,DIESEL,INDIVIDUAL,MANUAL,First Owner
Maruti Ertiga 2012,2012,89000.0,142634.0,Petrol,Individual,MANUAL,First Owner
Hyundai Verna 2015,2015,204300.0,113904.0,DIESEL,individual,Manual,Third Owner
Maruti Vitara Brezza 2014,2014,124000.0,133762.0, Petrol,INDIVIDUAL,Manual,First Owner
Hyundai Grand i10 2018,2018,326600.0,84768.0, Petrol,Dealer,Manual,Test Drive Car
Toyota Etios 2016,2016,328700.0,116959.0,petrol,Individual,MANUAL,First Owner
Ford Endeavour 2011,2011,97800.0,164220.0,petrol,Individual,manual,Second Owner
  Mahindra Thar 2019  ,2019,407000.0,70174.0,Petrol,Individual,MANUAL,Test Drive Car
Honda WR-V 2017,2017,286200.0,118224.0,Petrol,INDIVIDUAL,Manual,First Owner
Honda Jazz 2012,2012,132200.0,,petrol,dealer,MANUAL,First Owner
Toyota Innova 2015,2015,328200.0,114380.0,Diesel ,trustmark dealer,MANUAL,First Owner
Honda City 2019,2019,447200.0,65602.0,diesel,dealer,automatic,Second Owner
Honda WR-V 2019,2019,501500.0,73659.0,Diesel,Trustmark Dealer,Manual,First Owner
Mahindra XUV300 2009,2009,107400.0,193241.0,PETROL,INDIVIDUAL,Automatic,Third Owner
Ford Aspire 2023,2023,560200.0,21848.0, Petrol,dealer,Manual,Third Owner
Honda Amaze 2015,2015,261500.0,120165.0,PETROL,INDIVIDUAL,Automatic,Second Owner
Honda Jazz 2020,2020,540200.0,56842.0,PETROL,DEALER ,Manual,First Owner
Volkswagen Vento 2013,2013,152200.0,138873.0,PETROL,dealer,MANUAL,First Owner
Mahindra Scorpio 2011,2011,110200.0,158525.0,PETROL,DEALER ,MANUAL,Second Owner
Hyundai Creta 2021,2021,494800.0,39808.0, Petrol,individual,manual,First Owner
BMW X1 2023,2023,3709300.0,35773.0,Diesel ,Individual,Manual,Second Owner
Toyota Innova 2009,2009,145000.0,187616.0,petrol,Individual,Automatic,First Owner
BMW 3 Series 2023,2023,3900100.0,17590.0,Diesel ,individual,MANUAL,First Owner
BMW X1 2012,2012,585700.0,153065.0,PETROL,individual,MANUAL,Second Owner
Tata Nexon 2017,2017,200400.0,90075.0,Diesel ,Individual,manual,Third Owner
  Maruti Alto 2009  ,2009,61500.0,189437.0,Petrol,INDIVIDUAL,MANUAL,Second Owner
  Hyundai Venue 2019  ,2019,352300.0,58427.0,Petrol,dealer,Manual,Second Owner
Honda Civic 2010,2010,106800.0,177191.0,Petrol,INDIVIDUAL,Manual,First Owner
Ford Aspire 2011,2011,114600.0,170699.0,diesel,Individual,MANUAL,First Owner
Tata Tiago 2020,2020,434100.0,50313.0,petrol,Individual,manual,First Owner
Mahindra Bolero 2016,2016,285600.0,101891.0,petrol,trustmark dealer,manual,First Owner
Honda Jazz 2010,2010,127900.0,186087.0,diesel,Individual,automatic,First Owner
Tata Nexon 2014,2014,137100.0,137975.0,LPG,Individual,manual,First Owner
Renault Duster 2011,2011,92300.0,151765.0,DIESEL,dealer,Automatic,Third Owner
Hyundai Grand i10 2008,2008,58600.0,181180.0,DIESEL,individual,manual,Third Owner
Mahindra Scorpio 2009,2009,70500.0,177785.0,Petrol,DEALER ,manual,Fourth & Above Owner
Tata Safari 2015,2015,222400.0,115504.0,Diesel,INDIVIDUAL, Automatic,First Owner
Tata Nexon 2011,2011,138000.0,,Diesel,Dealer, Automatic,Second Owner
Mahindra Scorpio 2022,2022,800900.0,37856.0,Diesel ,individual,Automatic,Second Owner
Maruti Ertiga 2020,2020,245800.0,63319.0,petrol,DEALER ,MANUAL,Fourth & Above Owner
Mahindra Bolero 2010,2010,98500.0,161229.0,PETROL,Individual,Manual,First Owner
  Mahindra XUV300 2022  ,2022,686100.0,40720.0, Petrol,individual,manual,First Owner
Volkswagen Polo 2022,2022,753500.0,29313.0,petrol,Dealer,Manual,First Owner
Hyundai Grand i10 2018,2018,348400.0,84474.0,Diesel ,Individual,manual,First Owner
Honda WR-V 2015,2015,263000.0,112953.0,Diesel ,Trustmark Dealer,MANUAL,First Owner
Honda WR-V 2020,2020,562100.0,57243.0,PETROL,dealer, Automatic,First Owner
Maruti Dzire 2010,2010,74000.0,,petrol,INDIVIDUAL,Manual,First Owner
Mahindra XUV300 2015,2015,206300.0,113046.0,diesel,Trustmark Dealer,Manual,First Owner
Renault Triber 2021,2021,372000.0,37554.0,Diesel ,Trustmark Dealer,Manual,Third Owner
Maruti Ertiga 2007,2007,57000.0,215133.0,diesel,individual,manual,First Owner
Hyundai Creta 2010,2010,119400.0,182943.0,PETROL,INDIVIDUAL,Automatic,First Owner
Mahindra XUV500 2013,2013,153700.0,146058.0,PETROL,Dealer,Manual,Second Owner
Skoda Superb 2011,2011,119100.0,176648.0,Petrol,INDIVIDUAL,manual,Third Owner
Tata Safari 2012,2012,109600.0,157522.0,diesel,DEALER ,MANUAL,First Owner
Volkswagen Vento 2016,2016,342900.0,108981.0,Diesel ,INDIVIDUAL,Automatic,First Owner
Hyundai Venue 2011,2011,104600.0,145582.0,Petrol,Individual,MANUAL,Second Owner
Maruti Ertiga 2009,2009,54200.0,197494.0,CNG,trustmark dealer,manual,Third Owner
Hyundai Verna 2020,2020,606300.0,52354.0,diesel,Dealer,Automatic,First Owner
Maruti Swift 2016,2016,,107793.0,Diesel ,Dealer,Manual,First Owner
Mahindra XUV300 2007,2007,78700.0,207655.0,diesel,individual,MANUAL,Second Owner
Hyundai i20 2012,2012,140900.0,140341.0,diesel,INDIVIDUAL,MANUAL,Second Owner
Tata Nexon 2014,2014,139500.0,137681.0,Petrol,dealer,MANUAL,Second Owner
Honda Civic 2011,2011,111500.0,167581.0,petrol,individual,MANUAL,First Owner
Hyundai Creta 2014,2014,157500.0,135689.0,diesel,individual,Manual,First Owner
Hyundai Verna 2007,2007,66100.0,218993.0,petrol,Individual, Automatic,Third Owner
Tata Nexon 2019,2019,369900.0,54552.0,Diesel ,Dealer,manual,Second Owner
Toyota Etios 2018,2018,445100.0,86876.0,DIESEL,INDIVIDUAL,MANUAL,Second Owner
Honda Civic 2020,2020,550600.0,52959.0,diesel,INDIVIDUAL,manual,First Owner
Skoda Octavia 2018,2018,401500.0,76509.0,LPG,individual,manual,First Owner
Renault Duster 2012,2012,77900.0,157795.0, Petrol,INDIVIDUAL,Manual,First Owner
Ford EcoSport 2008,2008,68000.0,193879.0,cng,individual,Manual,Second Owner
Volkswagen Ameo 2019,2019,333700.0,76620.0,Diesel ,DEALER ,manual,Fourth & Above Owner
Hyundai Grand i10 2019,2019,371000.0,70784.0,Diesel ,dealer,MANUAL,Second Owner
Ford Aspire 2020,2020,349300.0,51504.0,petrol,Dealer,Manual,Second Owner
Tata Safari 2010,2010,82000.0,201607.0,Petrol,INDIVIDUAL,manual,Second Owner
Maruti Vitara Brezza 2008,2008,53800.0,221760.0,PETROL,INDIVIDUAL,manual,First Owner
  Skoda Octavia 2015  ,2015,346000.0,111378.0,electric,dealer,automatic,First Owner
Maruti Ertiga 2017,2017,212800.0,91446.0,PETROL,Individual,Manual,Second Owner
Tata Tiago 2023,2023,574800.0,26963.0,petrol,Trustmark Dealer,manual,Third Owner
Tata Altroz 2010,2010,100700.0,165241.0,Diesel,INDIVIDUAL,Manual,Second Owner
Honda WR-V 2012,2012,149200.0,139829.0,Petrol,individual,automatic,Third Owner
Tata Safari 2018,2018,302500.0,82779.0,petrol,Dealer,Manual,First Owner
Mahindra XUV300 2019,2019,513300.0,62798.0,DIESEL,Trustmark Dealer,manual,First Owner
Honda City 2008,2008,111700.0,208724.0, Petrol,INDIVIDUAL,Automatic,First Owner
